,day,month,year,film,released,rating,review_link,film_link,numeric_rating,name,director,rating_value,released_event,url,image
120,23,Sep,2023,Miller's Crossing,1990,×,,/marvelfan69/film/millers-crossing/,0,Miller's Crossing,"[{'@type': 'Person', 'name': 'Joel Coen', 'sameAs': '/director/joel-coen/'}]",4.0,"[{'@type': 'PublicationEvent', 'startDate': '1990'}]",https://letterboxd.com/film/millers-crossing/,https://a.ltrbxd.com/resized/sm/upload/lz/aw/da/hw/ab3pnsTKp3BgcAFy0FgWBFBg9FL-0-230-0-345-crop.jpg?v=24a6039d0c
121,19,Sep,2023,Deliverance,1972,×,,/marvelfan69/film/deliverance/,0,Deliverance,"[{'@type': 'Person', 'name': 'John Boorman', 'sameAs': '/director/john-boorman/'}]",3.86,"[{'@type': 'PublicationEvent', 'startDate': '1972'}]",https://letterboxd.com/film/deliverance/,https://a.ltrbxd.com/resized/film-poster/4/6/0/0/6/46006-deliverance-0-230-0-345-crop.jpg?v=fb5053a2a7
122,17,Sep,2023,Point Blank,1967,×,,/marvelfan69/film/point-blank/,0,Point Blank,"[{'@type': 'Person', 'name': 'John Boorman', 'sameAs': '/director/john-boorman/'}]",3.91,"[{'@type': 'PublicationEvent', 'startDate': '1967'}]",https://letterboxd.com/film/point-blank/,https://a.ltrbxd.com/resized/film-poster/3/5/5/9/2/35592-point-blank-0-230-0-345-crop.jpg?v=82ba2b6ea3
123,16,Sep,2023,Fargo,1996,×,,/marvelfan69/film/fargo/,0,Fargo,"[{'@type': 'Person', 'name': 'Joel Coen', 'sameAs': '/director/joel-coen/'}]",4.21,"[{'@type': 'PublicationEvent', 'startDate': '1996'}]",https://letterboxd.com/film/fargo/,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/1/51781-fargo-0-230-0-345-crop.jpg?v=44835e3b35
124,12,Sep,2023,Manhattan Murder Mystery,1993,×,/marvelfan69/film/manhattan-murder-mystery/,/marvelfan69/film/manhattan-murder-mystery/,0,Manhattan Murder Mystery,"[{'@type': 'Person', 'name': 'Woody Allen', 'sameAs': '/director/woody-allen/'}]",3.7,"[{'@type': 'PublicationEvent', 'startDate': '1993'}]",https://letterboxd.com/film/manhattan-murder-mystery/,https://a.ltrbxd.com/resized/sm/upload/ep/su/vc/9v/qyqw7LVp9eE5tpq7VIDr7yn7aFX-0-230-0-345-crop.jpg?v=006f67a684
125,11,Sep,2023,The Long Goodbye,1973,×,,/marvelfan69/film/the-long-goodbye/,0,The Long Goodbye,"[{'@type': 'Person', 'name': 'Robert Altman', 'sameAs': '/director/robert-altman/'}]",4.18,"[{'@type': 'PublicationEvent', 'startDate': '1973'}]",https://letterboxd.com/film/the-long-goodbye/,https://a.ltrbxd.com/resized/film-poster/5/0/7/5/2/50752-the-long-goodbye-0-230-0-345-crop.jpg?v=09d57c0d87
126,10,Sep,2023,Drifting Clouds,1996,×,,/marvelfan69/film/drifting-clouds-1996/,0,Drifting Clouds,"[{'@type': 'Person', 'name': 'Aki Kaurismäki', 'sameAs': '/director/aki-kaurismaki/'}]",3.96,"[{'@type': 'PublicationEvent', 'startDate': '1996'}]",https://letterboxd.com/film/drifting-clouds-1996/,https://a.ltrbxd.com/resized/film-poster/4/7/8/5/1/47851-drifting-clouds-0-230-0-345-crop.jpg?v=1bf65b0924
127,28,Aug,2023,The Squid and the Whale,2005,×,,/marvelfan69/film/the-squid-and-the-whale/,0,The Squid and the Whale,"[{'@type': 'Person', 'name': 'Noah Baumbach', 'sameAs': '/director/noah-baumbach/'}]",3.7,"[{'@type': 'PublicationEvent', 'startDate': '2005'}]",https://letterboxd.com/film/the-squid-and-the-whale/,https://a.ltrbxd.com/resized/film-poster/4/5/9/7/1/45971-the-squid-and-the-whale-0-230-0-345-crop.jpg?v=7bfd459740
128,27,Aug,2023,Burn After Reading,2008,×,,/marvelfan69/film/burn-after-reading/,0,Burn After Reading,"[{'@type': 'Person', 'name': 'Ethan Coen', 'sameAs': '/director/ethan-coen/'}, {'@type': 'Person', 'name': 'Joel Coen', 'sameAs': '/director/joel-coen/'}]",3.61,"[{'@type': 'PublicationEvent', 'startDate': '2008'}]",https://letterboxd.com/film/burn-after-reading/,https://a.ltrbxd.com/resized/film-poster/4/9/0/5/4/49054-burn-after-reading-0-230-0-345-crop.jpg?v=1a29d1c090
129,23,Aug,2023,Oppenheimer,2023,×,/marvelfan69/film/oppenheimer-2023/1/,/marvelfan69/film/oppenheimer-2023/1/,0,Oppenheimer,"[{'@type': 'Person', 'name': 'Christopher Nolan', 'sameAs': '/director/christopher-nolan/'}]",4.22,"[{'@type': 'PublicationEvent', 'startDate': '2023'}]",https://letterboxd.com/film/oppenheimer-2023/,https://a.ltrbxd.com/resized/film-poster/7/8/4/3/2/8/784328-oppenheimer-0-230-0-345-crop.jpg?v=e3c6e7a32c
130,22,Aug,2023,The Vanishing,1988,×,,/marvelfan69/film/the-vanishing/,0,The Vanishing,"[{'@type': 'Person', 'name': 'George Sluizer', 'sameAs': '/director/george-sluizer/'}]",4.03,"[{'@type': 'PublicationEvent', 'startDate': '1988'}]",https://letterboxd.com/film/the-vanishing/,https://a.ltrbxd.com/resized/film-poster/4/7/6/2/8/47628-the-vanishing-0-230-0-345-crop.jpg?v=ea96275829
131,18,Aug,2023,Spellbound,1945,×,,/marvelfan69/film/spellbound/,0,Spellbound,"[{'@type': 'Person', 'name': 'Alfred Hitchcock', 'sameAs': '/director/alfred-hitchcock/'}]",3.77,"[{'@type': 'PublicationEvent', 'startDate': '1945'}]",https://letterboxd.com/film/spellbound/,https://a.ltrbxd.com/resized/film-poster/4/9/4/8/4/49484-spellbound-0-230-0-345-crop.jpg?v=4832105dee
132,13,Aug,2023,The Conversation,1974,×,,/marvelfan69/film/the-conversation/,0,The Conversation,"[{'@type': 'Person', 'name': 'Francis Ford Coppola', 'sameAs': '/director/francis-ford-coppola/'}]",4.17,"[{'@type': 'PublicationEvent', 'startDate': '1974'}]",https://letterboxd.com/film/the-conversation/,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/9/51529-the-conversation-0-230-0-345-crop.jpg?v=12ad21bbbf
133,08,Aug,2023,To Live and Die in L.A.,1985,×,,/marvelfan69/film/to-live-and-die-in-la/,0,To Live and Die in L.A.,"[{'@type': 'Person', 'name': 'William Friedkin', 'sameAs': '/director/william-friedkin/'}]",3.99,"[{'@type': 'PublicationEvent', 'startDate': '1985'}]",https://letterboxd.com/film/to-live-and-die-in-la/,https://a.ltrbxd.com/resized/film-poster/4/6/7/6/9/46769-to-live-and-die-in-l-a--0-230-0-345-crop.jpg?v=4a55db27ed
134,06,Aug,2023,Mean Streets,1973,×,,/marvelfan69/film/mean-streets/,0,Mean Streets,"[{'@type': 'Person', 'name': 'Martin Scorsese', 'sameAs': '/director/martin-scorsese/'}]",3.71,"[{'@type': 'PublicationEvent', 'startDate': '1973'}]",https://letterboxd.com/film/mean-streets/,https://a.ltrbxd.com/resized/film-poster/5/1/8/5/0/51850-mean-streets-0-230-0-345-crop.jpg?v=931fbfc6b7
135,06,Aug,2023,Little Women,2019,×,,/marvelfan69/film/little-women-2019/,0,Little Women,"[{'@type': 'Person', 'name': 'Greta Gerwig', 'sameAs': '/director/greta-gerwig/'}]",4.15,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/little-women-2019/,https://a.ltrbxd.com/resized/sm/upload/r4/np/q5/te/mSmiB8XjUnR1GSIljuCPGsk0cwX-0-230-0-345-crop.jpg?v=b3f603929c
136,03,Aug,2023,Blue Collar,1978,×,,/marvelfan69/film/blue-collar/,0,Blue Collar,"[{'@type': 'Person', 'name': 'Paul Schrader', 'sameAs': '/director/paul-schrader/'}]",4.08,"[{'@type': 'PublicationEvent', 'startDate': '1978'}]",https://letterboxd.com/film/blue-collar/,https://a.ltrbxd.com/resized/film-poster/4/2/7/7/6/42776-blue-collar-0-230-0-345-crop.jpg?v=53e57e8b83
137,03,Aug,2023,Oppenheimer,2023,×,,/marvelfan69/film/oppenheimer-2023/,0,Oppenheimer,"[{'@type': 'Person', 'name': 'Christopher Nolan', 'sameAs': '/director/christopher-nolan/'}]",4.22,"[{'@type': 'PublicationEvent', 'startDate': '2023'}]",https://letterboxd.com/film/oppenheimer-2023/,https://a.ltrbxd.com/resized/film-poster/7/8/4/3/2/8/784328-oppenheimer-0-230-0-345-crop.jpg?v=e3c6e7a32c
138,27,Jul,2023,Crimes and Misdemeanors,1989,×,,/marvelfan69/film/crimes-and-misdemeanors/,0,Crimes and Misdemeanors,"[{'@type': 'Person', 'name': 'Woody Allen', 'sameAs': '/director/woody-allen/'}]",4.03,"[{'@type': 'PublicationEvent', 'startDate': '1989'}]",https://letterboxd.com/film/crimes-and-misdemeanors/,https://a.ltrbxd.com/resized/film-poster/4/5/1/8/6/45186-crimes-and-misdemeanors-0-230-0-345-crop.jpg?v=c29e3e2a9c
139,24,Jul,2023,Barbie,2023,×,/marvelfan69/film/barbie/,/marvelfan69/film/barbie/,0,Barbie,"[{'@type': 'Person', 'name': 'Greta Gerwig', 'sameAs': '/director/greta-gerwig/'}]",3.83,"[{'@type': 'PublicationEvent', 'startDate': '2023'}]",https://letterboxd.com/film/barbie/,https://a.ltrbxd.com/resized/film-poster/2/7/7/0/6/4/277064-barbie-0-230-0-345-crop.jpg?v=1b83dc7a71
140,21,Jul,2023,The Brilliant Biograph: Earliest Moving Images of Europe (1897-1902),2020,×,,/marvelfan69/film/the-brilliant-biograph-earliest-moving-images-of-europe-1897-1902/,0,The Brilliant Biograph: Earliest Moving Images of Europe (1897-1902),"[{'@type': 'Person', 'name': 'William K.L. Dickson', 'sameAs': '/director/william-kl-dickson-1/'}, {'@type': 'Person', 'name': 'Emile Lauste', 'sameAs': '/director/emile-lauste/'}, {'@type': 'Person', 'name': 'Frank Roumen', 'sameAs': '/director/frank-roumen/'}]",3.68,"[{'@type': 'PublicationEvent', 'startDate': '2020'}]",https://letterboxd.com/film/the-brilliant-biograph-earliest-moving-images-of-europe-1897-1902/,https://a.ltrbxd.com/resized/film-poster/6/7/0/1/3/3/670133-the-brilliant-biograph-earliest-moving-images-of-europe-1-0-230-0-345-crop.jpg?v=24e449f1f6
141,16,Jul,2023,Daisy Miller,1974,×,,/marvelfan69/film/daisy-miller/,0,Daisy Miller,"[{'@type': 'Person', 'name': 'Peter Bogdanovich', 'sameAs': '/director/peter-bogdanovich/'}]",3.23,"[{'@type': 'PublicationEvent', 'startDate': '1974'}]",https://letterboxd.com/film/daisy-miller/,https://a.ltrbxd.com/resized/film-poster/4/9/1/7/9/49179-daisy-miller-0-230-0-345-crop.jpg?v=6d24359764
142,14,Jul,2023,Mission: Impossible – Dead Reckoning Part One,2023,×,,/marvelfan69/film/mission-impossible-dead-reckoning-part-one/,0,Mission: Impossible – Dead Reckoning Part One,"[{'@type': 'Person', 'name': 'Christopher McQuarrie', 'sameAs': '/director/christopher-mcquarrie-1/'}]",3.73,"[{'@type': 'PublicationEvent', 'startDate': '2023'}]",https://letterboxd.com/film/mission-impossible-dead-reckoning-part-one/,https://a.ltrbxd.com/resized/film-poster/5/0/3/4/0/2/503402-mission-impossible-dead-reckoning-part-one-0-230-0-345-crop.jpg?v=800fc297c1
143,28,Jun,2023,"What's Up, Doc?",1972,×,,/marvelfan69/film/whats-up-doc-1972/,0,"What's Up, Doc?","[{'@type': 'Person', 'name': 'Peter Bogdanovich', 'sameAs': '/director/peter-bogdanovich/'}]",4.08,"[{'@type': 'PublicationEvent', 'startDate': '1972'}]",https://letterboxd.com/film/whats-up-doc-1972/,https://a.ltrbxd.com/resized/film-poster/4/8/1/6/5/48165-what-s-up-doc--0-230-0-345-crop.jpg?v=9db118f9d8
144,26,Jun,2023,Charley Varrick,1973,×,,/marvelfan69/film/charley-varrick/,0,Charley Varrick,"[{'@type': 'Person', 'name': 'Don Siegel', 'sameAs': '/director/don-siegel/'}]",3.82,"[{'@type': 'PublicationEvent', 'startDate': '1973'}]",https://letterboxd.com/film/charley-varrick/,https://a.ltrbxd.com/resized/film-poster/3/4/6/1/1/34611-charley-varrick-0-230-0-345-crop.jpg?v=7114be0124
145,26,Jun,2023,Triangle of Sadness,2022,×,,/marvelfan69/film/triangle-of-sadness/,0,Triangle of Sadness,"[{'@type': 'Person', 'name': 'Ruben Östlund', 'sameAs': '/director/ruben-ostlund/'}]",3.69,"[{'@type': 'PublicationEvent', 'startDate': '2022'}]",https://letterboxd.com/film/triangle-of-sadness/,https://a.ltrbxd.com/resized/film-poster/4/2/7/9/7/0/427970-triangle-of-sadness-0-230-0-345-crop.jpg?v=a9210ebfee
146,26,Jun,2023,The Untouchables,1987,×,,/marvelfan69/film/the-untouchables/,0,The Untouchables,"[{'@type': 'Person', 'name': 'Brian De Palma', 'sameAs': '/director/brian-de-palma/'}]",3.83,"[{'@type': 'PublicationEvent', 'startDate': '1987'}]",https://letterboxd.com/film/the-untouchables/,https://a.ltrbxd.com/resized/sm/upload/wg/dc/x2/1o/bDcqwNTwhEDfQHFj7jpt18N6Giz-0-230-0-345-crop.jpg?v=d0b239391d
147,25,Jun,2023,The Rescue,2021,×,,/marvelfan69/film/the-rescue-2021/,0,The Rescue,"[{'@type': 'Person', 'name': 'Jimmy Chin', 'sameAs': '/director/jimmy-chin/'}, {'@type': 'Person', 'name': 'Elizabeth Chai Vasarhelyi', 'sameAs': '/director/elizabeth-chai-vasarhelyi/'}]",4.09,"[{'@type': 'PublicationEvent', 'startDate': '2021'}]",https://letterboxd.com/film/the-rescue-2021/,https://a.ltrbxd.com/resized/film-poster/6/0/4/4/5/9/604459-the-rescue-0-230-0-345-crop.jpg?v=8f8ec56260
148,17,Jun,2023,Guardians of the Galaxy Vol. 3,2023,×,,/marvelfan69/film/guardians-of-the-galaxy-vol-3/,0,Guardians of the Galaxy Vol. 3,"[{'@type': 'Person', 'name': 'James Gunn', 'sameAs': '/director/james-gunn/'}]",3.96,"[{'@type': 'PublicationEvent', 'startDate': '2023'}]",https://letterboxd.com/film/guardians-of-the-galaxy-vol-3/,https://a.ltrbxd.com/resized/film-poster/3/7/9/7/1/1/379711-guardians-of-the-galaxy-volume-3-0-230-0-345-crop.jpg?v=bd023e472c
149,13,Jun,2023,No Country for Old Men,2007,×,,/marvelfan69/film/no-country-for-old-men/,0,No Country for Old Men,"[{'@type': 'Person', 'name': 'Joel Coen', 'sameAs': '/director/joel-coen/'}, {'@type': 'Person', 'name': 'Ethan Coen', 'sameAs': '/director/ethan-coen/'}]",4.33,"[{'@type': 'PublicationEvent', 'startDate': '2007'}]",https://letterboxd.com/film/no-country-for-old-men/,https://a.ltrbxd.com/resized/sm/upload/dr/hr/pz/ez/ehLb2SQ3djlA1FrQKbP2WO3VH09-0-230-0-345-crop.jpg?v=6489920a92
150,11,Jun,2023,Person to Person,2017,×,,/marvelfan69/film/person-to-person-2017/,0,Person to Person,"[{'@type': 'Person', 'name': 'Dustin Guy Defa', 'sameAs': '/director/dustin-guy-defa/'}]",3.22,"[{'@type': 'PublicationEvent', 'startDate': '2017'}]",https://letterboxd.com/film/person-to-person-2017/,https://a.ltrbxd.com/resized/film-poster/3/2/1/3/0/0/321300-person-to-person-0-230-0-345-crop.jpg?v=c56662ed56
151,07,Jun,2023,Jules and Jim,1962,×,,/marvelfan69/film/jules-and-jim/,0,Jules and Jim,"[{'@type': 'Person', 'name': 'François Truffaut', 'sameAs': '/director/francois-truffaut/'}]",3.94,"[{'@type': 'PublicationEvent', 'startDate': '1962'}]",https://letterboxd.com/film/jules-and-jim/,https://a.ltrbxd.com/resized/film-poster/5/0/9/1/3/50913-jules-and-jim-0-230-0-345-crop.jpg?v=31bcc36456
152,05,Jun,2023,Repo Man,1984,×,,/marvelfan69/film/repo-man/,0,Repo Man,"[{'@type': 'Person', 'name': 'Alex Cox', 'sameAs': '/director/alex-cox/'}]",3.74,"[{'@type': 'PublicationEvent', 'startDate': '1984'}]",https://letterboxd.com/film/repo-man/,https://a.ltrbxd.com/resized/sm/upload/0f/wo/u4/2q/kifgXnv8i8h7gCZvvwoUWUo4mBf-0-230-0-345-crop.jpg?v=f0383e9d2b
153,04,Jun,2023,Sisters,1972,×,,/marvelfan69/film/sisters/,0,Sisters,"[{'@type': 'Person', 'name': 'Brian De Palma', 'sameAs': '/director/brian-de-palma/'}]",3.59,"[{'@type': 'PublicationEvent', 'startDate': '1972'}]",https://letterboxd.com/film/sisters/,https://a.ltrbxd.com/resized/film-poster/3/7/9/7/0/37970-sisters-0-230-0-345-crop.jpg?v=f74739dccd
154,01,Jun,2023,Five Easy Pieces,1970,×,,/marvelfan69/film/five-easy-pieces/,0,Five Easy Pieces,"[{'@type': 'Person', 'name': 'Bob Rafelson', 'sameAs': '/director/bob-rafelson/'}]",3.9,"[{'@type': 'PublicationEvent', 'startDate': '1970'}]",https://letterboxd.com/film/five-easy-pieces/,https://a.ltrbxd.com/resized/film-poster/3/5/1/8/2/35182-five-easy-pieces-0-230-0-345-crop.jpg?v=b85a0cd70a
155,30,May,2023,Wild at Heart,1990,×,,/marvelfan69/film/wild-at-heart/,0,Wild at Heart,"[{'@type': 'Person', 'name': 'David Lynch', 'sameAs': '/director/david-lynch/'}]",3.85,"[{'@type': 'PublicationEvent', 'startDate': '1990'}]",https://letterboxd.com/film/wild-at-heart/,https://a.ltrbxd.com/resized/sm/upload/bi/3h/zv/k4/5Lu9HbcGBxjm4R1KNthmqaD5VRT-0-230-0-345-crop.jpg?v=36a83d1697
156,28,May,2023,Tokyo Sonata,2008,×,,/marvelfan69/film/tokyo-sonata/,0,Tokyo Sonata,"[{'@type': 'Person', 'name': 'Kiyoshi Kurosawa', 'sameAs': '/director/kiyoshi-kurosawa/'}]",4.1,"[{'@type': 'PublicationEvent', 'startDate': '2008'}]",https://letterboxd.com/film/tokyo-sonata/,https://a.ltrbxd.com/resized/film-poster/4/7/4/9/1/47491-tokyo-sonata-0-230-0-345-crop.jpg?v=5a599cbfec
157,24,May,2023,The Last Picture Show,1971,×,,/marvelfan69/film/the-last-picture-show/,0,The Last Picture Show,"[{'@type': 'Person', 'name': 'Peter Bogdanovich', 'sameAs': '/director/peter-bogdanovich/'}]",4.2,"[{'@type': 'PublicationEvent', 'startDate': '1971'}]",https://letterboxd.com/film/the-last-picture-show/,https://a.ltrbxd.com/resized/film-poster/3/6/2/2/2/36222-the-last-picture-show-0-230-0-345-crop.jpg?v=b81c133f71
158,21,May,2023,Rope,1948,×,,/marvelfan69/film/rope/,0,Rope,"[{'@type': 'Person', 'name': 'Alfred Hitchcock', 'sameAs': '/director/alfred-hitchcock/'}]",4.13,"[{'@type': 'PublicationEvent', 'startDate': '1948'}]",https://letterboxd.com/film/rope/,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/4/50954-rope-0-230-0-345-crop.jpg?v=bd8d1695a5
159,20,May,2023,Blue Velvet,1986,×,/marvelfan69/film/blue-velvet/1/,/marvelfan69/film/blue-velvet/1/,0,Blue Velvet,"[{'@type': 'Person', 'name': 'David Lynch', 'sameAs': '/director/david-lynch/'}]",4.09,"[{'@type': 'PublicationEvent', 'startDate': '1986'}]",https://letterboxd.com/film/blue-velvet/,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/9/51359-blue-velvet-0-230-0-345-crop.jpg?v=b0ee3c20f6
160,17,May,2023,Tony Takitani,2004,×,,/marvelfan69/film/tony-takitani/,0,Tony Takitani,"[{'@type': 'Person', 'name': 'Jun Ichikawa', 'sameAs': '/director/jun-ichikawa-2/'}]",3.65,"[{'@type': 'PublicationEvent', 'startDate': '2004'}]",https://letterboxd.com/film/tony-takitani/,https://a.ltrbxd.com/resized/film-poster/3/3/0/0/3/33003-tony-takitani-0-230-0-345-crop.jpg?v=5328274fcf
161,14,May,2023,Homework,1989,×,,/marvelfan69/film/homework-1989/,0,Homework,"[{'@type': 'Person', 'name': 'Abbas Kiarostami', 'sameAs': '/director/abbas-kiarostami/'}]",4.07,"[{'@type': 'PublicationEvent', 'startDate': '1989'}]",https://letterboxd.com/film/homework-1989/,https://a.ltrbxd.com/resized/film-poster/1/1/0/0/8/3/110083-homework-0-230-0-345-crop.jpg?v=555d352b2d
162,14,May,2023,Opening Night,1977,×,,/marvelfan69/film/opening-night/,0,Opening Night,"[{'@type': 'Person', 'name': 'John Cassavetes', 'sameAs': '/director/john-cassavetes/'}]",4.27,"[{'@type': 'PublicationEvent', 'startDate': '1977'}]",https://letterboxd.com/film/opening-night/,https://a.ltrbxd.com/resized/film-poster/2/9/6/2/5/29625-opening-night-0-230-0-345-crop.jpg?v=0974a2ca5c
163,14,May,2023,Air,2023,×,,/marvelfan69/film/air-2023/,0,Air,"[{'@type': 'Person', 'name': 'Ben Affleck', 'sameAs': '/director/ben-affleck/'}]",3.56,"[{'@type': 'PublicationEvent', 'startDate': '2023'}]",https://letterboxd.com/film/air-2023/,https://a.ltrbxd.com/resized/film-poster/8/6/8/4/9/1/868491-air-0-230-0-345-crop.jpg?v=0dddab89c6
164,13,May,2023,Taxi Driver,1976,×,,/marvelfan69/film/taxi-driver/,0,Taxi Driver,"[{'@type': 'Person', 'name': 'Martin Scorsese', 'sameAs': '/director/martin-scorsese/'}]",4.16,"[{'@type': 'PublicationEvent', 'startDate': '1976'}]",https://letterboxd.com/film/taxi-driver/,https://a.ltrbxd.com/resized/film-poster/5/1/9/4/7/51947-taxi-driver-0-230-0-345-crop.jpg?v=3ae07cca2d
165,09,May,2023,Syndromes and a Century,2006,×,,/marvelfan69/film/syndromes-and-a-century/,0,Syndromes and a Century,"[{'@type': 'Person', 'name': 'Apichatpong Weerasethakul', 'sameAs': '/director/apichatpong-weerasethakul/'}]",4.04,"[{'@type': 'PublicationEvent', 'startDate': '2006'}]",https://letterboxd.com/film/syndromes-and-a-century/,https://a.ltrbxd.com/resized/film-poster/3/4/0/9/9/34099-syndromes-and-a-century-0-230-0-345-crop.jpg?v=4829634314
166,07,May,2023,The King of Comedy,1982,×,,/marvelfan69/film/the-king-of-comedy/1/,0,The King of Comedy,"[{'@type': 'Person', 'name': 'Martin Scorsese', 'sameAs': '/director/martin-scorsese/'}]",4.24,"[{'@type': 'PublicationEvent', 'startDate': '1982'}]",https://letterboxd.com/film/the-king-of-comedy/,https://a.ltrbxd.com/resized/sm/upload/4g/y9/qr/q9/pbAqLKoLydP7jl6P0vmYwlDtRPD-0-230-0-345-crop.jpg?v=8eb030b5f7
167,03,May,2023,Escape from Alcatraz,1979,×,,/marvelfan69/film/escape-from-alcatraz/,0,Escape from Alcatraz,"[{'@type': 'Person', 'name': 'Don Siegel', 'sameAs': '/director/don-siegel/'}]",3.77,"[{'@type': 'PublicationEvent', 'startDate': '1979'}]",https://letterboxd.com/film/escape-from-alcatraz/,https://a.ltrbxd.com/resized/film-poster/4/5/9/4/4/45944-escape-from-alcatraz-0-230-0-345-crop.jpg?v=a497264a39
168,01,May,2023,Rolling Thunder,1977,×,,/marvelfan69/film/rolling-thunder/,0,Rolling Thunder,"[{'@type': 'Person', 'name': 'John Flynn', 'sameAs': '/director/john-flynn/'}]",3.69,"[{'@type': 'PublicationEvent', 'startDate': '1977'}]",https://letterboxd.com/film/rolling-thunder/,https://a.ltrbxd.com/resized/sm/upload/11/hs/u7/he/oAAw21VnSBbat7YbO17UTOWI3mL-0-230-0-345-crop.jpg?v=a56d5a402f
169,30,Apr,2023,Small Soldiers,1998,×,,/marvelfan69/film/small-soldiers/,0,Small Soldiers,"[{'@type': 'Person', 'name': 'Joe Dante', 'sameAs': '/director/joe-dante/'}]",3.23,"[{'@type': 'PublicationEvent', 'startDate': '1998'}]",https://letterboxd.com/film/small-soldiers/,https://a.ltrbxd.com/resized/film-poster/4/5/1/9/7/45197-small-soldiers-0-230-0-345-crop.jpg?v=65ae078c21
170,30,Apr,2023,M3GAN,2022,×,,/marvelfan69/film/m3gan/,0,M3GAN,"[{'@type': 'Person', 'name': 'Gerard Johnstone', 'sameAs': '/director/gerard-johnstone/'}]",2.78,"[{'@type': 'PublicationEvent', 'startDate': '2022'}]",https://letterboxd.com/film/m3gan/,https://a.ltrbxd.com/resized/film-poster/4/6/5/6/4/9/465649-m3gan-0-230-0-345-crop.jpg?v=e0df89bac5
171,30,Apr,2023,Blood Feast,1963,×,,/marvelfan69/film/blood-feast/,0,Blood Feast,"[{'@type': 'Person', 'name': 'Herschell Gordon Lewis', 'sameAs': '/director/herschell-gordon-lewis/'}]",2.74,"[{'@type': 'PublicationEvent', 'startDate': '1963'}]",https://letterboxd.com/film/blood-feast/,https://a.ltrbxd.com/resized/film-poster/3/3/8/5/9/33859-blood-feast-0-230-0-345-crop.jpg?v=b5d9197553
172,29,Apr,2023,The Trial,1962,×,,/marvelfan69/film/the-trial/,0,The Trial,"[{'@type': 'Person', 'name': 'Orson Welles', 'sameAs': '/director/orson-welles-1/'}]",4.04,"[{'@type': 'PublicationEvent', 'startDate': '1962'}]",https://letterboxd.com/film/the-trial/,https://a.ltrbxd.com/resized/film-poster/4/9/9/5/5/49955-the-trial-0-230-0-345-crop.jpg?v=aa8efe1e63
173,27,Apr,2023,Blood Simple,1984,× ★★★★,,/marvelfan69/film/blood-simple/,8,Blood Simple,"[{'@type': 'Person', 'name': 'Joel Coen', 'sameAs': '/director/joel-coen/'}]",3.9,"[{'@type': 'PublicationEvent', 'startDate': '1984'}]",https://letterboxd.com/film/blood-simple/,https://a.ltrbxd.com/resized/sm/upload/b7/yw/x0/25/blood%20simple-0-230-0-345-crop.jpg?v=5be2a698f3
174,20,Apr,2023,Short Cuts,1993,×,,/marvelfan69/film/short-cuts/,0,Short Cuts,"[{'@type': 'Person', 'name': 'Robert Altman', 'sameAs': '/director/robert-altman/'}]",4.11,"[{'@type': 'PublicationEvent', 'startDate': '1993'}]",https://letterboxd.com/film/short-cuts/,https://a.ltrbxd.com/resized/sm/upload/zj/px/uu/2s/1uLswfkvy6WzjvGfw35Y7jKjxdB-0-230-0-345-crop.jpg?v=87ce94914d
175,18,Apr,2023,Night Moves,2013,×,,/marvelfan69/film/night-moves-2013/,0,Night Moves,"[{'@type': 'Person', 'name': 'Kelly Reichardt', 'sameAs': '/director/kelly-reichardt/'}]",3.42,"[{'@type': 'PublicationEvent', 'startDate': '2013'}]",https://letterboxd.com/film/night-moves-2013/,https://a.ltrbxd.com/resized/sm/upload/v3/6j/tl/a5/lRoqu8cDPG8NGKWYZfPKdFEKdjG-0-230-0-345-crop.jpg?v=039ea49ce5
176,18,Apr,2023,Old Joy,2006,×,,/marvelfan69/film/old-joy/,0,Old Joy,"[{'@type': 'Person', 'name': 'Kelly Reichardt', 'sameAs': '/director/kelly-reichardt/'}]",3.77,"[{'@type': 'PublicationEvent', 'startDate': '2006'}]",https://letterboxd.com/film/old-joy/,https://a.ltrbxd.com/resized/sm/upload/nt/1o/64/zd/uv0JeHG3Oj0YJgpHy0egA4WGTkv-0-230-0-345-crop.jpg?v=7ffee8ccec
177,17,Apr,2023,Peeping Tom,1960,×,,/marvelfan69/film/peeping-tom/,0,Peeping Tom,"[{'@type': 'Person', 'name': 'Michael Powell', 'sameAs': '/director/michael-powell/'}]",4.02,"[{'@type': 'PublicationEvent', 'startDate': '1960'}]",https://letterboxd.com/film/peeping-tom/,https://a.ltrbxd.com/resized/sm/upload/9r/ny/qc/eb/tJyGgOLDLDhJkUEI4wSoD4eO7n4-0-230-0-345-crop.jpg?v=ac6b230332
