,day,month,year,film,released,rating,review_link,film_link,numeric_rating,name,director,rating_value,released_event,url,image
353,26,Jul,2020,Da 5 Bloods,2020,× ★★½,,/marvelfan69/film/da-5-bloods/,5,Da 5 Bloods,"[{'@type': 'Person', 'name': 'Spike Lee', 'sameAs': '/director/spike-lee/'}]",3.5,"[{'@type': 'PublicationEvent', 'startDate': '2020'}]",https://letterboxd.com/film/da-5-bloods/,https://a.ltrbxd.com/resized/film-poster/5/0/9/6/9/9/509699-da-5-bloods-0-230-0-345-crop.jpg?v=64203ef43a
354,03,Jul,2020,Jarhead,2005,× ★★★,,/marvelfan69/film/jarhead/1/,6,Jarhead,"[{'@type': 'Person', 'name': 'Sam Mendes', 'sameAs': '/director/sam-mendes/'}]",3.6,"[{'@type': 'PublicationEvent', 'startDate': '2005'}]",https://letterboxd.com/film/jarhead/,https://a.ltrbxd.com/resized/film-poster/2/6/9/3/2693-jarhead-0-230-0-345-crop.jpg?v=f56d3e6907
355,21,Jun,2020,21 Bridges,2019,× ★★½,,/marvelfan69/film/21-bridges/,5,21 Bridges,"[{'@type': 'Person', 'name': 'Brian Kirk', 'sameAs': '/director/brian-kirk/'}]",3.02,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/21-bridges/,https://a.ltrbxd.com/resized/film-poster/4/6/4/4/4/3/464443-21-bridges-0-230-0-345-crop.jpg?v=9529f0c53e
356,21,Jun,2020,Bloodshot,2020,× ★,,/marvelfan69/film/bloodshot/,2,Bloodshot,"[{'@type': 'Person', 'name': 'Dave Wilson', 'sameAs': '/director/dave-wilson-3/'}]",2.13,"[{'@type': 'PublicationEvent', 'startDate': '2020'}]",https://letterboxd.com/film/bloodshot/,https://a.ltrbxd.com/resized/film-poster/2/6/8/1/8/8/268188-bloodshot-0-230-0-345-crop.jpg?v=44b4ebfd9b
357,20,Jun,2020,Looper,2012,× ★★★,,/marvelfan69/film/looper/,6,Looper,"[{'@type': 'Person', 'name': 'Rian Johnson', 'sameAs': '/director/rian-johnson/'}]",3.56,"[{'@type': 'PublicationEvent', 'startDate': '2012'}]",https://letterboxd.com/film/looper/,https://a.ltrbxd.com/resized/sm/upload/qp/zb/lh/ec/yZ7e9bmLURRe89No7ei6eZQO1qZ-0-230-0-345-crop.jpg?v=b145ef432f
358,20,Jun,2020,Mr. Deeds,2002,× ★★,,/marvelfan69/film/mr-deeds/,4,Mr. Deeds,"[{'@type': 'Person', 'name': 'Steven Brill', 'sameAs': '/director/steven-brill/'}]",2.71,"[{'@type': 'PublicationEvent', 'startDate': '2002'}]",https://letterboxd.com/film/mr-deeds/,https://a.ltrbxd.com/resized/sm/upload/7l/i5/tw/u2/mr-deeds-0-230-0-345-crop.jpg?v=8769babe96
359,14,Jun,2020,Bad News Bears,2005,× ★★★,,/marvelfan69/film/bad-news-bears/,6,Bad News Bears,"[{'@type': 'Person', 'name': 'Richard Linklater', 'sameAs': '/director/richard-linklater/'}]",2.87,"[{'@type': 'PublicationEvent', 'startDate': '2005'}]",https://letterboxd.com/film/bad-news-bears/,https://a.ltrbxd.com/resized/film-poster/4/3/9/7/0/43970-bad-news-bears-0-230-0-345-crop.jpg?v=bc334657aa
360,13,Jun,2020,The Patriot,2000,× ★★★,,/marvelfan69/film/the-patriot-2000/,6,The Patriot,"[{'@type': 'Person', 'name': 'Roland Emmerich', 'sameAs': '/director/roland-emmerich/'}]",3.33,"[{'@type': 'PublicationEvent', 'startDate': '2000'}]",https://letterboxd.com/film/the-patriot-2000/,https://a.ltrbxd.com/resized/sm/upload/0d/33/fj/4k/xuckWVcUGg7ZGU9b5U8CQDUr1RO-0-230-0-345-crop.jpg?v=dba0cbeb2d
361,07,Jun,2020,Y Tu Mamá También,2001,× ★★★★½,/marvelfan69/film/y-tu-mama-tambien/,/marvelfan69/film/y-tu-mama-tambien/,9,Y Tu Mamá También,"[{'@type': 'Person', 'name': 'Alfonso Cuarón', 'sameAs': '/director/alfonso-cuaron/'}]",4.2,"[{'@type': 'PublicationEvent', 'startDate': '2001'}]",https://letterboxd.com/film/y-tu-mama-tambien/,https://a.ltrbxd.com/resized/film-poster/5/1/0/6/8/51068-y-tu-mama-tambien-0-230-0-345-crop.jpg?v=1052852218
362,23,May,2020,Saving Private Ryan,1998,× ★★★★,,/marvelfan69/film/saving-private-ryan/,8,Saving Private Ryan,"[{'@type': 'Person', 'name': 'Steven Spielberg', 'sameAs': '/director/steven-spielberg/'}]",4.24,"[{'@type': 'PublicationEvent', 'startDate': '1998'}]",https://letterboxd.com/film/saving-private-ryan/,https://a.ltrbxd.com/resized/sm/upload/hz/fu/r7/y7/35CMz4t7PuUiQqt5h4u5nbrXZlF-0-230-0-345-crop.jpg?v=3a667509e0
363,16,May,2020,The Naked Gun: From the Files of Police Squad!,1988,× ★★½,,/marvelfan69/film/the-naked-gun-from-the-files-of-police-squad/,5,The Naked Gun: From the Files of Police Squad!,"[{'@type': 'Person', 'name': 'David Zucker', 'sameAs': '/director/david-zucker/'}]",3.76,"[{'@type': 'PublicationEvent', 'startDate': '1988'}]",https://letterboxd.com/film/the-naked-gun-from-the-files-of-police-squad/,https://a.ltrbxd.com/resized/film-poster/2/7/2/8/4/27284-the-naked-gun-0-230-0-345-crop.jpg?v=7f848fb394
364,25,Apr,2020,Good Will Hunting,1997,× ★★★★,,/marvelfan69/film/good-will-hunting/,8,Good Will Hunting,"[{'@type': 'Person', 'name': 'Gus Van Sant', 'sameAs': '/director/gus-van-sant/'}]",4.32,"[{'@type': 'PublicationEvent', 'startDate': '1997'}]",https://letterboxd.com/film/good-will-hunting/,https://a.ltrbxd.com/resized/film-poster/5/1/6/2/1/51621-good-will-hunting-0-230-0-345-crop.jpg?v=acb4766abd
365,19,Apr,2020,Before Midnight,2013,× ★★★★½,,/marvelfan69/film/before-midnight/,9,Before Midnight,"[{'@type': 'Person', 'name': 'Richard Linklater', 'sameAs': '/director/richard-linklater/'}]",4.06,"[{'@type': 'PublicationEvent', 'startDate': '2013'}]",https://letterboxd.com/film/before-midnight/,https://a.ltrbxd.com/resized/film-poster/1/0/2/4/4/4/102444-before-midnight-0-230-0-345-crop.jpg?v=ce6aba20f1
366,18,Apr,2020,Call Me by Your Name,2017,× ★★★½,,/marvelfan69/film/call-me-by-your-name/,7,Call Me by Your Name,"[{'@type': 'Person', 'name': 'Luca Guadagnino', 'sameAs': '/director/luca-guadagnino/'}]",3.85,"[{'@type': 'PublicationEvent', 'startDate': '2017'}]",https://letterboxd.com/film/call-me-by-your-name/,https://a.ltrbxd.com/resized/sm/upload/g9/9t/cc/7u/tcNniniS4rfqrLH0oORikJfnIwY-0-230-0-345-crop.jpg?v=f0c073f2b4
367,12,Apr,2020,Frances Ha,2012,× ★★★½,,/marvelfan69/film/frances-ha/,7,Frances Ha,"[{'@type': 'Person', 'name': 'Noah Baumbach', 'sameAs': '/director/noah-baumbach/'}]",4.04,"[{'@type': 'PublicationEvent', 'startDate': '2012'}]",https://letterboxd.com/film/frances-ha/,https://a.ltrbxd.com/resized/film-poster/9/6/0/8/3/96083-frances-ha-0-230-0-345-crop.jpg?v=0bb538988b
368,22,Mar,2020,A Short Film About Love,1988,× ★★★★,,/marvelfan69/film/a-short-film-about-love/,8,A Short Film About Love,"[{'@type': 'Person', 'name': 'Krzysztof Kieślowski', 'sameAs': '/director/krzysztof-kieslowski/'}]",4.12,"[{'@type': 'PublicationEvent', 'startDate': '1988'}]",https://letterboxd.com/film/a-short-film-about-love/,https://a.ltrbxd.com/resized/film-poster/3/1/5/0/6/31506-a-short-film-about-love-0-230-0-345-crop.jpg?v=56952ac29d
369,21,Mar,2020,Little Miss Sunshine,2006,× ★★★★,,/marvelfan69/film/little-miss-sunshine/2/,8,Little Miss Sunshine,"[{'@type': 'Person', 'name': 'Jonathan Dayton', 'sameAs': '/director/jonathan-dayton/'}, {'@type': 'Person', 'name': 'Valerie Faris', 'sameAs': '/director/valerie-faris/'}]",4.18,"[{'@type': 'PublicationEvent', 'startDate': '2006'}]",https://letterboxd.com/film/little-miss-sunshine/,https://a.ltrbxd.com/resized/sm/upload/h6/xm/om/q7/dOeM4R55TsAFBXCPNIDDMiJkePr-0-230-0-345-crop.jpg?v=09383296c6
370,15,Mar,2020,Magnolia,1999,× ★★★★,,/marvelfan69/film/magnolia/,8,Magnolia,"[{'@type': 'Person', 'name': 'Paul Thomas Anderson', 'sameAs': '/director/paul-thomas-anderson/'}]",4.22,"[{'@type': 'PublicationEvent', 'startDate': '1999'}]",https://letterboxd.com/film/magnolia/,https://a.ltrbxd.com/resized/film-poster/5/1/7/2/8/51728-magnolia-0-230-0-345-crop.jpg?v=178b5e5c17
371,14,Mar,2020,The Big Sick,2017,× ★★★,,/marvelfan69/film/the-big-sick/,6,The Big Sick,"[{'@type': 'Person', 'name': 'Michael Showalter', 'sameAs': '/director/michael-showalter/'}]",3.76,"[{'@type': 'PublicationEvent', 'startDate': '2017'}]",https://letterboxd.com/film/the-big-sick/,https://a.ltrbxd.com/resized/film-poster/3/5/0/3/8/4/350384-the-big-sick-0-230-0-345-crop.jpg?v=6c8629c912
372,13,Mar,2020,Uncut Gems,2019,× ★★★,,/marvelfan69/film/uncut-gems/,6,Uncut Gems,"[{'@type': 'Person', 'name': 'Josh Safdie', 'sameAs': '/director/josh-safdie/'}, {'@type': 'Person', 'name': 'Benny Safdie', 'sameAs': '/director/benny-safdie/'}]",3.95,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/uncut-gems/,https://a.ltrbxd.com/resized/film-poster/4/0/4/2/6/6/404266-uncut-gems-0-230-0-345-crop.jpg?v=670cb7034d
373,09,Mar,2020,Before Sunset,2004,× ★★★★,,/marvelfan69/film/before-sunset/,8,Before Sunset,"[{'@type': 'Person', 'name': 'Richard Linklater', 'sameAs': '/director/richard-linklater/'}]",4.34,"[{'@type': 'PublicationEvent', 'startDate': '2004'}]",https://letterboxd.com/film/before-sunset/,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/0/51970-before-sunset-0-230-0-345-crop.jpg?v=059bc2bbc0
374,28,Feb,2020,Point Break,1991,× ★★★½,,/marvelfan69/film/point-break/,7,Point Break,"[{'@type': 'Person', 'name': 'Kathryn Bigelow', 'sameAs': '/director/kathryn-bigelow/'}]",3.74,"[{'@type': 'PublicationEvent', 'startDate': '1991'}]",https://letterboxd.com/film/point-break/,https://a.ltrbxd.com/resized/film-poster/5/1/1/5/7/51157-point-break-0-230-0-345-crop.jpg?v=3cd33a67b2
375,18,Feb,2020,Cape Fear,1991,× ★★★,,/marvelfan69/film/cape-fear-1991/,6,Cape Fear,"[{'@type': 'Person', 'name': 'Martin Scorsese', 'sameAs': '/director/martin-scorsese/'}]",3.71,"[{'@type': 'PublicationEvent', 'startDate': '1991'}]",https://letterboxd.com/film/cape-fear-1991/,https://a.ltrbxd.com/resized/sm/upload/wc/jb/p9/ds/cape-fear-0-230-0-345-crop.jpg?v=6e148eef07
376,17,Feb,2020,Certified Copy,2010,× ★★★★,,/marvelfan69/film/certified-copy/,8,Certified Copy,"[{'@type': 'Person', 'name': 'Abbas Kiarostami', 'sameAs': '/director/abbas-kiarostami/'}]",4.09,"[{'@type': 'PublicationEvent', 'startDate': '2010'}]",https://letterboxd.com/film/certified-copy/,https://a.ltrbxd.com/resized/sm/upload/1s/rv/yf/4q/8f4gSxVxDk8A2UE0qOEjLAWljlb-0-230-0-345-crop.jpg?v=6702be2472
377,02,Feb,2020,Knives Out,2019,× ★★★★,,/marvelfan69/film/knives-out-2019/,8,Knives Out,"[{'@type': 'Person', 'name': 'Rian Johnson', 'sameAs': '/director/rian-johnson/'}]",3.98,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/knives-out-2019/,https://a.ltrbxd.com/resized/film-poster/4/7/5/3/7/0/475370-knives-out-0-230-0-345-crop.jpg?v=7da76d742c
378,26,Jan,2020,The Talented Mr. Ripley,1999,× ★★★,,/marvelfan69/film/the-talented-mr-ripley/,6,The Talented Mr. Ripley,"[{'@type': 'Person', 'name': 'Anthony Minghella', 'sameAs': '/director/anthony-minghella/'}]",3.84,"[{'@type': 'PublicationEvent', 'startDate': '1999'}]",https://letterboxd.com/film/the-talented-mr-ripley/,https://a.ltrbxd.com/resized/film-poster/5/1/1/3/8/51138-the-talented-mr-ripley-0-230-0-345-crop.jpg?v=70e0a57506
379,20,Jan,2020,Legend,2015,× ★,,/marvelfan69/film/legend-2015/,2,Legend,"[{'@type': 'Person', 'name': 'Brian Helgeland', 'sameAs': '/director/brian-helgeland/'}]",3.23,"[{'@type': 'PublicationEvent', 'startDate': '2015'}]",https://letterboxd.com/film/legend-2015/,https://a.ltrbxd.com/resized/sm/upload/8f/af/l2/9b/nXXI1MCJ0ugMetJ5Qn7ofDXANxf-0-230-0-345-crop.jpg?v=26a8cf0ce1
380,20,Jan,2020,Hell or High Water,2016,× ★★½,,/marvelfan69/film/hell-or-high-water/,5,Hell or High Water,"[{'@type': 'Person', 'name': 'David Mackenzie', 'sameAs': '/director/david-mackenzie/'}]",3.92,"[{'@type': 'PublicationEvent', 'startDate': '2016'}]",https://letterboxd.com/film/hell-or-high-water/,https://a.ltrbxd.com/resized/sm/upload/os/sk/tr/0a/6YOrNBdoXvT8aC5VPLkkN6t5z0V-0-230-0-345-crop.jpg?v=ae04fa804c
381,19,Jan,2020,Pan's Labyrinth,2006,× ★★★½,,/marvelfan69/film/pans-labyrinth/,7,Pan's Labyrinth,"[{'@type': 'Person', 'name': 'Guillermo del Toro', 'sameAs': '/director/guillermo-del-toro/'}]",4.16,"[{'@type': 'PublicationEvent', 'startDate': '2006'}]",https://letterboxd.com/film/pans-labyrinth/,https://a.ltrbxd.com/resized/film-poster/5/1/0/4/7/51047-pan-s-labyrinth-0-230-0-345-crop.jpg?v=79f89e7325
382,19,Jan,2020,Marriage Story,2019,× ★★★½,,/marvelfan69/film/marriage-story-2019/,7,Marriage Story,"[{'@type': 'Person', 'name': 'Noah Baumbach', 'sameAs': '/director/noah-baumbach/'}]",4.0,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/marriage-story-2019/,https://a.ltrbxd.com/resized/film-poster/4/2/2/6/8/2/422682-marriage-story-0-230-0-345-crop.jpg?v=a312d638d9
383,17,Jan,2020,A Serious Man,2009,× ★★★★,,/marvelfan69/film/a-serious-man/,8,A Serious Man,"[{'@type': 'Person', 'name': 'Joel Coen', 'sameAs': '/director/joel-coen/'}, {'@type': 'Person', 'name': 'Ethan Coen', 'sameAs': '/director/ethan-coen/'}]",3.88,"[{'@type': 'PublicationEvent', 'startDate': '2009'}]",https://letterboxd.com/film/a-serious-man/,https://a.ltrbxd.com/resized/sm/upload/2u/48/o1/04/kCl9WXR7LOqDTEU3XUX8ssUETQR-0-230-0-345-crop.jpg?v=c73ded0855
384,16,Jan,2020,Blood Diamond,2006,× ★★★,,/marvelfan69/film/blood-diamond/,6,Blood Diamond,"[{'@type': 'Person', 'name': 'Edward Zwick', 'sameAs': '/director/edward-zwick/'}]",3.69,"[{'@type': 'PublicationEvent', 'startDate': '2006'}]",https://letterboxd.com/film/blood-diamond/,https://a.ltrbxd.com/resized/film-poster/5/1/0/8/4/51084-blood-diamond-0-230-0-345-crop.jpg?v=00d299e362
385,12,Jan,2020,The Wind Rises,2013,× ★★★½,,/marvelfan69/film/the-wind-rises/,7,The Wind Rises,"[{'@type': 'Person', 'name': 'Hayao Miyazaki', 'sameAs': '/director/hayao-miyazaki/'}]",4.09,"[{'@type': 'PublicationEvent', 'startDate': '2013'}]",https://letterboxd.com/film/the-wind-rises/,https://a.ltrbxd.com/resized/film-poster/1/1/2/9/5/7/112957-the-wind-rises-0-230-0-345-crop.jpg?v=615164f787
386,11,Jan,2020,Badlands,1973,× ★★½,,/marvelfan69/film/badlands/,5,Badlands,"[{'@type': 'Person', 'name': 'Terrence Malick', 'sameAs': '/director/terrence-malick/'}]",4.03,"[{'@type': 'PublicationEvent', 'startDate': '1973'}]",https://letterboxd.com/film/badlands/,https://a.ltrbxd.com/resized/film-poster/4/9/8/4/4/49844-badlands-0-230-0-345-crop.jpg?v=d57e83e76f
387,05,Jan,2020,The Game,1997,× ★★★½,,/marvelfan69/film/the-game/,7,The Game,"[{'@type': 'Person', 'name': 'David Fincher', 'sameAs': '/director/david-fincher/'}]",3.77,"[{'@type': 'PublicationEvent', 'startDate': '1997'}]",https://letterboxd.com/film/the-game/,https://a.ltrbxd.com/resized/sm/upload/p4/tj/oj/ph/4b7QXyDJsDFXrwVHUNlrmezCZJC-0-230-0-345-crop.jpg?v=0f6a2cc0bb
388,05,Jan,2020,Up in the Air,2009,× ★★,,/marvelfan69/film/up-in-the-air/,4,Up in the Air,"[{'@type': 'Person', 'name': 'Jason Reitman', 'sameAs': '/director/jason-reitman/'}]",3.57,"[{'@type': 'PublicationEvent', 'startDate': '2009'}]",https://letterboxd.com/film/up-in-the-air/,https://a.ltrbxd.com/resized/film-poster/3/7/6/0/9/37609-up-in-the-air-0-230-0-345-crop.jpg?v=8bb7689649
389,05,Jan,2020,The Peanut Butter Falcon,2019,× ★★★,,/marvelfan69/film/the-peanut-butter-falcon/,6,The Peanut Butter Falcon,"[{'@type': 'Person', 'name': 'Tyler Nilson', 'sameAs': '/director/tyler-nilson/'}, {'@type': 'Person', 'name': 'Michael Schwartz', 'sameAs': '/director/michael-schwartz-2/'}]",3.84,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/the-peanut-butter-falcon/,https://a.ltrbxd.com/resized/sm/upload/oq/hs/fz/xj/qyQcRGvdW3VtxHR4fSDgPOePEip-0-230-0-345-crop.jpg?v=286844cae3
390,05,Jan,2020,Zombieland: Double Tap,2019,× ★,,/marvelfan69/film/zombieland-double-tap/,2,Zombieland: Double Tap,"[{'@type': 'Person', 'name': 'Ruben Fleischer', 'sameAs': '/director/ruben-fleischer/'}]",3.0,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/zombieland-double-tap/,https://a.ltrbxd.com/resized/film-poster/2/6/8/3/8/0/268380-zombieland-double-tap-0-230-0-345-crop.jpg?v=3bbb3e327b
391,22,Dec,2019,Julie & Julia,2009,× ★★★½,,/marvelfan69/film/julie-julia/,7,Julie & Julia,"[{'@type': 'Person', 'name': 'Nora Ephron', 'sameAs': '/director/nora-ephron/'}]",3.42,"[{'@type': 'PublicationEvent', 'startDate': '2009'}]",https://letterboxd.com/film/julie-julia/,https://a.ltrbxd.com/resized/sm/upload/ca/ge/3i/f3/4BFGuCcdV7y8mFYzBhgj00d3b1z-0-230-0-345-crop.jpg?v=49759c0e8a
392,22,Dec,2019,Ferris Bueller's Day Off,1986,× ★★★★½,,/marvelfan69/film/ferris-buellers-day-off/,9,Ferris Bueller's Day Off,"[{'@type': 'Person', 'name': 'John Hughes', 'sameAs': '/director/john-hughes/'}]",3.94,"[{'@type': 'PublicationEvent', 'startDate': '1986'}]",https://letterboxd.com/film/ferris-buellers-day-off/,https://a.ltrbxd.com/resized/film-poster/4/7/2/1/9/47219-ferris-bueller-s-day-off-0-230-0-345-crop.jpg?v=5c27745153
393,22,Dec,2019,Room,2015,× ★★★★,,/marvelfan69/film/room-2015/,8,Room,"[{'@type': 'Person', 'name': 'Lenny Abrahamson', 'sameAs': '/director/lenny-abrahamson/'}]",3.97,"[{'@type': 'PublicationEvent', 'startDate': '2015'}]",https://letterboxd.com/film/room-2015/,https://a.ltrbxd.com/resized/sm/upload/19/uq/1o/de/eqFckcHuFCT1FrzLOAvXBb4jHwq-0-230-0-345-crop.jpg?v=04679b709c
394,22,Dec,2019,The Art of Self-Defense,2019,× ★★,,/marvelfan69/film/the-art-of-self-defense-2019/,4,The Art of Self-Defense,"[{'@type': 'Person', 'name': 'Riley Stearns', 'sameAs': '/director/riley-stearns/'}]",3.56,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/the-art-of-self-defense-2019/,https://a.ltrbxd.com/resized/film-poster/4/1/0/9/5/8/410958-the-art-of-self-defense-0-230-0-345-crop.jpg?v=069b9a9f7a
395,22,Dec,2019,Heathers,1989,× ★★★,,/marvelfan69/film/heathers/,6,Heathers,"[{'@type': 'Person', 'name': 'Michael Lehmann', 'sameAs': '/director/michael-lehmann/'}]",3.76,"[{'@type': 'PublicationEvent', 'startDate': '1989'}]",https://letterboxd.com/film/heathers/,https://a.ltrbxd.com/resized/film-poster/5/0/1/7/7/50177-heathers-0-230-0-345-crop.jpg?v=dbd1f7062c
396,22,Dec,2019,Election,1999,× ★★★★,,/marvelfan69/film/election/,8,Election,"[{'@type': 'Person', 'name': 'Alexander Payne', 'sameAs': '/director/alexander-payne/'}]",3.8,"[{'@type': 'PublicationEvent', 'startDate': '1999'}]",https://letterboxd.com/film/election/,https://a.ltrbxd.com/resized/sm/upload/4v/ul/e3/4c/4RHyF1v1n4iodWzHG4m7XkGcJVB-0-230-0-345-crop.jpg?v=38629d481d
397,09,Dec,2019,Burning,2018,× ★★★½,,/marvelfan69/film/burning-2018/,7,Burning,"[{'@type': 'Person', 'name': 'Lee Chang-dong', 'sameAs': '/director/lee-chang-dong/'}]",4.05,"[{'@type': 'PublicationEvent', 'startDate': '2018'}]",https://letterboxd.com/film/burning-2018/,https://a.ltrbxd.com/resized/film-poster/4/2/2/0/3/5/422035-burning-0-230-0-345-crop.jpg?v=34c9bc6300
398,07,Dec,2019,Only Lovers Left Alive,2013,× ★★★★,,/marvelfan69/film/only-lovers-left-alive/,8,Only Lovers Left Alive,"[{'@type': 'Person', 'name': 'Jim Jarmusch', 'sameAs': '/director/jim-jarmusch/'}]",3.81,"[{'@type': 'PublicationEvent', 'startDate': '2013'}]",https://letterboxd.com/film/only-lovers-left-alive/,https://a.ltrbxd.com/resized/film-poster/1/1/4/5/6/3/114563-only-lovers-left-alive-0-230-0-345-crop.jpg?v=d6151d5d18
399,01,Dec,2019,Before Sunrise,1995,× ★★★★½,,/marvelfan69/film/before-sunrise/1/,9,Before Sunrise,"[{'@type': 'Person', 'name': 'Richard Linklater', 'sameAs': '/director/richard-linklater/'}]",4.33,"[{'@type': 'PublicationEvent', 'startDate': '1995'}]",https://letterboxd.com/film/before-sunrise/,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/4/51974-before-sunrise-0-230-0-345-crop.jpg?v=006e8fedea
400,01,Dec,2019,My Own Private Idaho,1991,× ★★★½,,/marvelfan69/film/my-own-private-idaho/,7,My Own Private Idaho,"[{'@type': 'Person', 'name': 'Gus Van Sant', 'sameAs': '/director/gus-van-sant/'}]",3.87,"[{'@type': 'PublicationEvent', 'startDate': '1991'}]",https://letterboxd.com/film/my-own-private-idaho/,https://a.ltrbxd.com/resized/film-poster/5/1/6/3/4/51634-my-own-private-idaho-0-230-0-345-crop.jpg?v=8ac7ef6e68
401,01,Dec,2019,Something Wild,1986,× ★★★★,,/marvelfan69/film/something-wild/,8,Something Wild,"[{'@type': 'Person', 'name': 'Jonathan Demme', 'sameAs': '/director/jonathan-demme/'}]",3.78,"[{'@type': 'PublicationEvent', 'startDate': '1986'}]",https://letterboxd.com/film/something-wild/,https://a.ltrbxd.com/resized/film-poster/4/5/4/3/3/45433-something-wild-0-230-0-345-crop.jpg?v=18bde1ba18
402,17,Nov,2019,The Double Life of Véronique,1991,× ★★★,,/marvelfan69/film/the-double-life-of-veronique/,6,The Double Life of Véronique,"[{'@type': 'Person', 'name': 'Krzysztof Kieślowski', 'sameAs': '/director/krzysztof-kieslowski/'}]",4.12,"[{'@type': 'PublicationEvent', 'startDate': '1991'}]",https://letterboxd.com/film/the-double-life-of-veronique/,https://a.ltrbxd.com/resized/film-poster/5/0/9/3/4/50934-the-double-life-of-veronique-0-230-0-345-crop.jpg?v=4728e7cc42
403,10,Nov,2019,The Fugitive,1993,× ★★½,,/marvelfan69/film/the-fugitive-1993/,5,The Fugitive,"[{'@type': 'Person', 'name': 'Andrew Davis', 'sameAs': '/director/andrew-davis/'}]",3.9,"[{'@type': 'PublicationEvent', 'startDate': '1993'}]",https://letterboxd.com/film/the-fugitive-1993/,https://a.ltrbxd.com/resized/film-poster/4/8/8/2/3/48823-the-fugitive-0-230-0-345-crop.jpg?v=f0226b0e25
404,09,Nov,2019,American Psycho,2000,× ★★★★,,/marvelfan69/film/american-psycho/,8,American Psycho,"[{'@type': 'Person', 'name': 'Mary Harron', 'sameAs': '/director/mary-harron/'}]",3.85,"[{'@type': 'PublicationEvent', 'startDate': '2000'}]",https://letterboxd.com/film/american-psycho/,https://a.ltrbxd.com/resized/sm/upload/5b/u9/av/il/ecoY7zJL6Ub3URP1oPhPfGflEjV-0-230-0-345-crop.jpg?v=8126850315
405,02,Nov,2019,Parasite,2019,× ★★★★,,/marvelfan69/film/parasite-2019/,8,Parasite,"[{'@type': 'Person', 'name': 'Bong Joon-ho', 'sameAs': '/director/bong-joon-ho/'}]",4.55,"[{'@type': 'PublicationEvent', 'startDate': '2019'}]",https://letterboxd.com/film/parasite-2019/,https://a.ltrbxd.com/resized/film-poster/4/2/6/4/0/6/426406-parasite-0-230-0-345-crop.jpg?v=8f5653f710
406,08,Sep,2019,Redline,2009,× ★★½,,/marvelfan69/film/redline/,5,Redline,"[{'@type': 'Person', 'name': 'Takeshi Koike', 'sameAs': '/director/takeshi-koike/'}]",4.06,"[{'@type': 'PublicationEvent', 'startDate': '2009'}]",https://letterboxd.com/film/redline/,https://a.ltrbxd.com/resized/film-poster/5/7/5/9/8/57598-redline-0-230-0-345-crop.jpg?v=08e8add085
407,25,Aug,2019,Blue Jasmine,2013,× ★★★½,,/marvelfan69/film/blue-jasmine/,7,Blue Jasmine,"[{'@type': 'Person', 'name': 'Woody Allen', 'sameAs': '/director/woody-allen/'}]",3.66,"[{'@type': 'PublicationEvent', 'startDate': '2013'}]",https://letterboxd.com/film/blue-jasmine/,https://a.ltrbxd.com/resized/film-poster/1/1/9/4/6/6/119466-blue-jasmine-0-230-0-345-crop.jpg?v=f9deaa1eb7
408,23,Aug,2019,Road House,1989,× ★★★,,/marvelfan69/film/road-house/,6,Road House,"[{'@type': 'Person', 'name': 'Rowdy Herrington', 'sameAs': '/director/rowdy-herrington/'}]",3.4,"[{'@type': 'PublicationEvent', 'startDate': '1989'}]",https://letterboxd.com/film/road-house/,https://a.ltrbxd.com/resized/film-poster/4/6/5/1/4/46514-road-house-0-230-0-345-crop.jpg?v=ae2ed0f463
409,19,Aug,2019,Rosemary's Baby,1968,× ★★★½,,/marvelfan69/film/rosemarys-baby/,7,Rosemary's Baby,"[{'@type': 'Person', 'name': 'Roman Polanski', 'sameAs': '/director/roman-polanski/'}]",4.21,"[{'@type': 'PublicationEvent', 'startDate': '1968'}]",https://letterboxd.com/film/rosemarys-baby/,https://a.ltrbxd.com/resized/sm/upload/ea/vc/su/y2/fdLOXB8AysEGRL44I1RvoKiWDcW-0-230-0-345-crop.jpg?v=8e18e4f70c
410,28,Jul,2019,Once Upon a Time... in Hollywood,2019,× ★★★½,,/marvelfan69/film/once-upon-a-time-in-hollywood/1/,7,,,,,,
411,25,Jul,2019,Good Morning,1959,× ★★★½,,/marvelfan69/film/good-morning/,7,Good Morning,"[{'@type': 'Person', 'name': 'Satoshi Kon', 'sameAs': '/director/satoshi-kon/'}]",3.88,"[{'@type': 'PublicationEvent', 'startDate': '2007'}]",https://letterboxd.com/film/good-morning-2007-1/,https://a.ltrbxd.com/resized/film-poster/3/6/7/8/1/0/367810-good-morning-0-230-0-345-crop.jpg?v=86dae3ea8b
